true_label,window_size_ms,stride_ms,fold_seed,train_windows,test_windows,val_subjects,best_epoch,val_j,val_f1,val_acc,threshold,test_median_prob,test_pred,test_correct,signed_margin,fold,pid,window_label,train_subjects,validation_subjects_available
1,1000,500,66,24192,397,9,1,0.9999999550000009,1.0,1.0,0.4000000000000001,0.339111328125,0,0,-0.06088867187500008,24,26,1000/500,47,9
1,2000,500,66,20504,397,9,1,0.7999999590000009,0.8888888888888888,0.8888888888888888,0.33,0.3408203125,1,1,0.010820312499999984,24,26,2000/500,47,9
1,2000,1000,67,10173,69,9,4,0.9999999550000009,1.0,1.0,0.4100000000000001,0.9033203125,1,1,0.4933203124999999,25,27,2000/1000,47,9
1,1500,750,67,14529,107,9,4,0.9999999550000009,1.0,1.0,0.4200000000000001,0.86279296875,1,1,0.4427929687499999,25,27,1500/750,47,9
1,1000,500,67,23132,177,9,2,0.7999999590000009,0.8888888888888888,0.8888888888888888,0.34,0.8662109375,1,1,0.5262109374999999,25,27,1000/500,47,9
1,2000,500,67,19669,137,9,2,0.9999999550000009,1.0,1.0,0.4500000000000001,0.86328125,1,1,0.4132812499999999,25,27,2000/500,47,9
1,2000,1000,68,11389,59,9,1,0.7999999590000009,0.8888888888888888,0.8888888888888888,0.47000000000000014,0.5947265625,1,1,0.12472656249999986,26,28,2000/1000,47,9
1,1500,750,68,16231,89,9,1,0.7999999590000009,0.8888888888888888,0.8888888888888888,0.4100000000000001,0.72021484375,1,1,0.3102148437499999,26,28,1500/750,47,9
1,1000,500,68,25717,159,9,1,0.7999999590000009,0.8888888888888888,0.8888888888888888,0.37000000000000005,0.83642578125,1,1,0.46642578124999995,26,28,1000/500,47,9
1,2000,500,68,22118,101,9,1,0.7999999590000009,0.8888888888888888,0.8888888888888888,0.32,0.81298828125,1,1,0.49298828125,26,28,2000/500,47,9
1,2000,1000,69,11696,111,9,7,0.9999999550000009,1.0,1.0,0.37000000000000005,0.845703125,1,1,0.47570312499999995,27,29,2000/1000,47,9
1,1500,750,69,16633,155,9,4,0.9999999550000009,1.0,1.0,0.35000000000000003,0.9150390625,1,1,0.5650390624999999,27,29,1500/750,47,9
1,1000,500,69,26351,238,9,3,0.9999999550000009,1.0,1.0,0.39000000000000007,0.93603515625,1,1,0.5460351562499999,27,29,1000/500,47,9
1,2000,500,69,22696,223,9,6,0.9999999550000009,1.0,1.0,0.39000000000000007,0.8720703125,1,1,0.48207031249999993,27,29,2000/500,47,9
0,2000,1000,70,9821,443,9,4,0.9999999550000009,1.0,1.0,0.31,0.2147216796875,0,1,0.0952783203125,28,30,2000/1000,47,9
0,1500,750,70,14004,649,9,3,0.9999999550000009,1.0,1.0,0.33,0.26806640625,0,1,0.061933593750000016,28,30,1500/750,47,9
0,1000,500,70,22294,1007,9,3,0.9999999550000009,1.0,1.0,0.4500000000000001,0.26220703125,0,1,0.18779296875000012,28,30,1000/500,47,9
0,2000,500,70,18921,879,9,2,0.9999999550000009,1.0,1.0,0.34,0.304443359375,0,1,0.035556640625000024,28,30,2000/500,47,9
0,2000,1000,71,9961,397,9,4,0.9999999550000009,1.0,1.0,0.31,0.436767578125,1,0,-0.126767578125,29,31,2000/1000,47,9
0,1500,750,71,14206,561,9,3,0.9999999550000009,1.0,1.0,0.36000000000000004,0.4765625,1,0,-0.11656249999999996,29,31,1500/750,47,9
0,1000,500,71,22614,915,9,2,0.9999999550000009,1.0,1.0,0.4200000000000001,0.495361328125,1,0,-0.0753613281249999,29,31,1000/500,47,9
0,2000,500,71,19249,762,9,4,0.9999999550000009,1.0,1.0,0.37000000000000005,0.5068359375,1,0,-0.13683593749999995,29,31,2000/500,47,9
0,2000,1000,72,10499,112,9,2,0.9999999550000009,1.0,1.0,0.46000000000000013,0.54541015625,1,0,-0.08541015624999987,30,32,2000/1000,47,9
0,1500,750,72,14986,166,9,1,0.9999999550000009,1.0,1.0,0.5000000000000002,0.469970703125,0,1,0.030029296875000222,30,32,1500/750,47,9
0,1000,500,72,23855,265,9,2,0.9999999550000009,1.0,1.0,0.4500000000000001,0.374755859375,0,1,0.07524414062500012,30,32,1000/500,47,9
0,2000,500,72,20233,208,9,1,0.9999999550000009,1.0,1.0,0.4500000000000001,0.47607421875,1,0,-0.026074218749999878,30,32,2000/500,47,9
0,2000,1000,73,10698,159,9,1,0.9999999550000009,1.0,1.0,0.47000000000000014,0.473876953125,1,0,-0.00387695312499986,31,33,2000/1000,47,9
0,1500,750,73,15263,233,9,1,0.9999999550000009,1.0,1.0,0.47000000000000014,0.483642578125,1,0,-0.01364257812499986,31,33,1500/750,47,9
0,1000,500,73,24240,379,9,1,0.9999999550000009,1.0,1.0,0.4100000000000001,0.5029296875,1,0,-0.09292968749999991,31,33,1000/500,47,9
0,2000,500,73,20672,292,9,1,0.9999999550000009,1.0,1.0,0.4200000000000001,0.48681640625,1,0,-0.0668164062499999,31,33,2000/500,47,9
0,2000,1000,74,10721,111,9,1,0.9999999550000009,1.0,1.0,0.5100000000000002,0.47998046875,0,1,0.03001953125000023,32,34,2000/1000,47,9
0,1500,750,74,15273,170,9,1,0.9999999550000009,1.0,1.0,0.48000000000000015,0.4365234375,0,1,0.04347656250000015,32,34,1500/750,47,9
0,1000,500,74,24235,288,9,1,0.9999999550000009,1.0,1.0,0.4000000000000001,0.366943359375,0,1,0.03305664062500008,32,34,1000/500,47,9
0,2000,500,74,20773,193,9,1,0.9999999550000009,1.0,1.0,0.4100000000000001,0.3740234375,0,1,0.03597656250000009,32,34,2000/500,47,9
0,2000,1000,75,10537,139,9,1,0.9999999550000009,1.0,1.0,0.49000000000000016,0.489013671875,0,1,0.0009863281250001577,33,35,2000/1000,47,9
0,1500,750,75,15016,202,9,1,0.9999999550000009,1.0,1.0,0.47000000000000014,0.462890625,0,1,0.00710937500000014,33,35,1500/750,47,9
0,1000,500,75,23828,332,9,1,0.9999999550000009,1.0,1.0,0.46000000000000013,0.5263671875,1,0,-0.06636718749999987,33,35,1000/500,47,9
0,2000,500,75,20331,252,9,2,0.9999999550000009,1.0,1.0,0.31,0.487060546875,1,0,-0.177060546875,33,35,2000/500,47,9
0,2000,1000,76,10387,482,9,3,0.7999999590000009,0.8888888888888888,0.8888888888888888,0.3,0.35986328125,1,0,-0.05986328125000001,34,36,2000/1000,47,9
0,1500,750,76,14817,693,9,2,0.7999999590000009,0.8888888888888888,0.8888888888888888,0.32,0.333984375,1,0,-0.013984374999999993,34,36,1500/750,47,9
0,1000,500,76,23563,1131,9,2,0.7999999590000009,0.8888888888888888,0.8888888888888888,0.39000000000000007,0.38427734375,0,1,0.005722656250000069,34,36,1000/500,47,9
0,2000,500,76,20088,934,9,5,0.9999999550000009,1.0,1.0,0.32,0.380859375,1,0,-0.06085937499999999,34,36,2000/500,47,9
0,2000,1000,77,10006,274,9,2,0.7999999590000009,0.8888888888888888,0.8888888888888888,0.4500000000000001,0.322265625,0,1,0.12773437500000012,35,37,2000/1000,47,9
0,1500,750,77,14259,392,9,1,0.9999999550000009,1.0,1.0,0.5000000000000002,0.423828125,0,1,0.07617187500000022,35,37,1500/750,47,9
0,1000,500,77,22609,642,9,1,0.9999999550000009,1.0,1.0,0.48000000000000015,0.34619140625,0,1,0.13380859375000015,35,37,1000/500,47,9
0,2000,500,77,19282,519,9,1,0.7999999590000009,0.8888888888888888,0.8888888888888888,0.5000000000000002,0.36767578125,0,1,0.13232421875000022,35,37,2000/500,47,9
0,2000,1000,78,10456,104,9,2,0.7999999590000009,0.8888888888888888,0.8888888888888888,0.36000000000000004,0.380859375,1,0,-0.020859374999999958,36,38,2000/1000,47,9
0,1500,750,78,14974,155,9,12,0.9999999550000009,1.0,1.0,0.4000000000000001,0.451171875,1,0,-0.05117187499999992,36,38,1500/750,47,9
0,1000,500,78,23834,251,9,1,0.7999999590000009,0.8888888888888888,0.8888888888888888,0.36000000000000004,0.371337890625,1,0,-0.011337890624999958,36,38,1000/500,47,9
0,2000,500,78,20147,191,9,1,0.7999999590000009,0.8888888888888888,0.8888888888888888,0.4000000000000001,0.440185546875,1,0,-0.04018554687499992,36,38,2000/500,47,9
0,2000,1000,79,10348,169,9,7,0.7499999612500008,0.8571428571428571,0.8888888888888888,0.4300000000000001,0.125244140625,0,1,0.3047558593750001,37,39,2000/1000,47,9
0,1500,750,79,14739,247,9,14,0.7999999590000009,0.8888888888888888,0.8888888888888888,0.38000000000000006,0.2481689453125,0,1,0.13183105468750006,37,39,1500/750,47,9
0,1000,500,79,23372,409,9,7,0.9999999550000009,1.0,1.0,0.36000000000000004,0.05975341796875,0,1,0.30024658203125004,37,39,1000/500,47,9
0,2000,500,79,20002,306,9,2,0.5999999630000008,0.8,0.7777777777777778,0.33,0.3193359375,0,1,0.010664062500000016,37,39,2000/500,47,9
0,2000,1000,80,10791,149,9,3,0.7499999612500008,0.8571428571428571,0.8888888888888888,0.38000000000000006,0.267333984375,0,1,0.11266601562500006,38,40,2000/1000,47,9
0,1500,750,80,15413,224,9,3,0.9999999550000009,1.0,1.0,0.46000000000000013,0.2293701171875,0,1,0.23062988281250013,38,40,1500/750,47,9
0,1000,500,80,24463,371,9,2,0.7499999612500008,0.8571428571428571,0.8888888888888888,0.33,0.2430419921875,0,1,0.08695800781250002,38,40,1000/500,47,9
0,2000,500,80,20832,269,9,2,0.7499999612500008,0.8571428571428571,0.8888888888888888,0.37000000000000005,0.2548828125,0,1,0.11511718750000005,38,40,2000/500,47,9
