true_label,window_size_ms,stride_ms,fold_seed,train_windows,test_windows,val_subjects,best_epoch,val_j,val_f1,val_acc,threshold,test_median_prob,test_pred,test_correct,signed_margin,fold,pid,window_label,train_subjects,validation_subjects_available
1,2000,500,54,20817,251,9,2,0.9999999550000009,1.0,1.0,0.32,0.77880859375,1,1,0.45880859375,12,13,2000/500,47,9
1,2000,1000,55,11211,144,9,1,0.9999999550000009,1.0,1.0,0.49000000000000016,0.59814453125,1,1,0.10814453124999984,13,14,2000/1000,47,9
1,1500,750,55,15949,211,9,1,0.9999999550000009,1.0,1.0,0.4300000000000001,0.69287109375,1,1,0.2628710937499999,13,14,1500/750,47,9
1,1000,500,55,25287,341,9,1,0.9999999550000009,1.0,1.0,0.4500000000000001,0.76611328125,1,1,0.3161132812499999,13,14,1000/500,47,9
1,2000,500,55,21724,269,9,1,0.9999999550000009,1.0,1.0,0.5600000000000003,0.763671875,1,1,0.20367187499999972,13,14,2000/500,47,9
1,2000,1000,56,10593,183,9,2,0.7499999612500008,0.8571428571428571,0.8888888888888888,0.4100000000000001,0.73779296875,1,1,0.3277929687499999,14,15,2000/1000,47,9
1,1500,750,56,15143,256,9,1,0.7499999612500008,0.8571428571428571,0.8888888888888888,0.49000000000000016,0.60986328125,1,1,0.11986328124999984,14,15,1500/750,47,9
1,1000,500,56,24104,407,9,1,0.7499999612500008,0.8571428571428571,0.8888888888888888,0.4200000000000001,0.732421875,1,1,0.3124218749999999,14,15,1000/500,47,9
1,2000,500,56,20498,340,9,7,0.7499999612500008,0.8571428571428571,0.8888888888888888,0.49000000000000016,0.958984375,1,1,0.46898437499999984,14,15,2000/500,47,9
1,2000,1000,57,11018,234,9,2,0.9999999550000009,1.0,1.0,0.4000000000000001,0.84814453125,1,1,0.4481445312499999,15,17,2000/1000,47,9
1,1500,750,57,15684,330,9,2,0.9999999550000009,1.0,1.0,0.32,0.8740234375,1,1,0.5540234374999999,15,17,1500/750,47,9
1,1000,500,57,24954,508,9,1,0.9999999550000009,1.0,1.0,0.4200000000000001,0.8291015625,1,1,0.4091015624999999,15,17,1000/500,47,9
1,2000,500,57,21336,446,9,2,0.9999999550000009,1.0,1.0,0.36000000000000004,0.8994140625,1,1,0.5394140624999999,15,17,2000/500,47,9
1,2000,1000,58,10284,291,9,2,0.9999999550000009,1.0,1.0,0.4400000000000001,0.48583984375,1,1,0.04583984374999989,16,18,2000/1000,47,9
1,1500,750,58,14691,416,9,1,0.9999999550000009,1.0,1.0,0.46000000000000013,0.560546875,1,1,0.10054687499999987,16,18,1500/750,47,9
1,1000,500,58,23361,651,9,1,0.9999999550000009,1.0,1.0,0.48000000000000015,0.58837890625,1,1,0.10837890624999985,16,18,1000/500,47,9
1,2000,500,58,19837,572,9,1,0.9999999550000009,1.0,1.0,0.4000000000000001,0.494140625,1,1,0.09414062499999992,16,18,2000/500,47,9
1,2000,1000,59,10560,425,9,13,0.9999999550000009,1.0,1.0,0.4000000000000001,0.6494140625,1,1,0.24941406249999992,17,19,2000/1000,47,9
1,1500,750,59,15030,584,9,2,0.9999999550000009,1.0,1.0,0.32,0.462646484375,1,1,0.142646484375,17,19,1500/750,47,9
1,1000,500,59,23898,902,9,11,0.9999999550000009,1.0,1.0,0.4000000000000001,0.7353515625,1,1,0.3353515624999999,17,19,1000/500,47,9
1,2000,500,59,20423,829,9,1,0.7499999612500008,0.8571428571428571,0.8888888888888888,0.35000000000000003,0.478515625,1,1,0.12851562499999997,17,19,2000/500,47,9
1,2000,1000,60,10923,377,9,2,0.7499999612500008,0.8571428571428571,0.8888888888888888,0.4300000000000001,0.70703125,1,1,0.2770312499999999,18,20,2000/1000,47,9
1,1500,750,60,15569,531,9,7,0.9999999550000009,1.0,1.0,0.3,0.474365234375,1,1,0.174365234375,18,20,1500/750,47,9
1,1000,500,60,24744,820,9,9,0.9999999550000009,1.0,1.0,0.3,0.4541015625,1,1,0.1541015625,18,20,1000/500,47,9
